epsilon,k0,n,log_prob
0.06165550570132945,0.028522789739469093,0.24883675609562583,-1.706455161430982
0.09803947607268727,0.035093724098000864,0.9463413771329412,-4.123585535806583
0.08874242641205228,0.025982089815654984,0.8067919349787257,-3.046408663978421
0.09741312321209294,0.02210516278336954,0.39945679098111275,-3.9834818932286726
0.07129713127565636,0.03593951876168788,0.10463439587715839,-2.920211318547488
0.06357009927061216,0.024409188898576028,0.4918598754582794,-1.6197562199148763
0.08087219300474223,0.017392795015223686,0.09417876701917771,-2.753019931892122
0.06924463360908284,0.015755030168424753,0.8969178451639769,-1.7285868916685854
0.06117069217222662,0.019444218003181808,0.4331891335466613,-1.505123603539877
0.06949313746479792,0.01980822280019148,0.7628284393427924,-1.8103617324923513
0.06220250450934843,0.015429796487429795,0.852248540453684,-1.4554504699264876
0.07117553224804676,0.032990960780303835,0.7993088107100811,-2.050156486346721
0.07420557994674376,0.024288072720998154,0.14274882304989212,-2.467885202823868
0.07616423727069957,0.024896989344588706,0.7110815067711049,-2.232957561316582
0.07839822929656848,0.02467409223806162,0.23384712212223607,-2.740231665350605
0.0751285293923252,0.03630913400353048,0.07570389375749374,-3.393781832541986
0.08052690170585725,0.03989432035458033,0.1889247057171462,-4.187353434351308
0.06828842974349549,0.01851354034811968,0.618877660063178,-1.771463588187143
0.08220624465804122,0.026705507819677135,0.3622682196593511,-3.0200713273298088
0.07676107547159178,0.025798771612213257,0.3523540998438619,-2.5123290652719117
0.06118671181688951,0.03146800238671231,0.8660891438559803,-1.4836750826908596
0.06234252456014093,0.03692772434916363,0.5839369009086629,-1.7315937043523897
0.0646829146262668,0.01860494259630848,0.7666268732647072,-1.5795043721741637
0.06990217141008073,0.024108978802138366,0.1946566721494346,-2.1439829815132665
0.09015410397732947,0.02231629072862753,0.47881496343489316,-3.2719410732809893
0.06554261377357748,0.023372408988902003,0.07589499846823766,-1.922449421955321
0.06777258586494264,0.03910657204085408,0.18353798917247255,-2.71112217452055
0.06044434122984057,0.021547210949108546,0.3266209067770952,-1.5112209888204098
0.060842754174526566,0.027222373026274675,0.4498690480206583,-1.5315812720329487
0.08643148385668298,0.01871308488862465,0.8744778415299278,-2.6592185840124714
0.08182107985404732,0.02786882253135324,0.7519183374248791,-2.6546179366947116
0.06955257231741795,0.025858519584931336,0.49789541388269976,-1.9563417609672444
0.061732175575708356,0.029958502467719684,0.21968271485676139,-1.7667002261159896
0.09803947607268727,0.035093724098000864,0.9463413771329412,-4.123585535806583
0.07957231777125735,0.023807652971077703,0.6825350330429472,-2.42582203957665
0.09741312321209294,0.02210516278336954,0.39945679098111275,-3.9834818932286726
0.07129713127565636,0.03593951876168788,0.10463439587715839,-2.920211318547488
0.06286904184611265,0.02444242675695504,0.5247648246874569,-1.583364771259592
0.07609907466584205,0.016032974936677956,0.006086494313233992,-2.444500390212496
0.06924463360908284,0.015755030168424753,0.8969178451639769,-1.7285868916685854
0.06117069217222662,0.019444218003181808,0.4331891335466613,-1.505123603539877
0.06949313746479792,0.01980822280019148,0.7628284393427924,-1.8103617324923513
0.06220250450934843,0.015429796487429795,0.852248540453684,-1.4554504699264876
0.07117553224804676,0.032990960780303835,0.7993088107100811,-2.050156486346721
0.07509111124725329,0.025811224909023277,0.008129290908053033,-2.756943487943103
0.07836983458315555,0.01989291233663486,0.9859015167106066,-2.193232146329588
0.07839822929656848,0.02467409223806162,0.23384712212223607,-2.740231665350605
0.0751285293923252,0.03630913400353048,0.07570389375749374,-3.393781832541986
0.0795607259057865,0.039181070921976445,0.25198908935129416,-3.8292001061882526
0.06828842974349549,0.01851354034811968,0.618877660063178,-1.771463588187143
